film_id,event_id,scene_id,utterance_id,scene_position_pct,speaker,raw_speaker,character_id,canonical_name,text,word_count,utterance_type,addressee,addressee_type,line_number,parenthetical,cue_type,gender,gender_rationale,is_named,is_protagonist,included_in_network,parser_canonical_name,confidence
incredibles_2_2018,25,incredibles_2_2018_s001,incredibles_2_2018_s001_u0025,0.0,Violet,Violet,incredibles_2_2018_violet,Violet,"Oh. Tony! Hi. Uh, this isn't what you think it is.",11,spoken,incredibles_2_2018_tony,individual,60,,inline_colon,F,,1,0,1,Violet,high
incredibles_2_2018,26,incredibles_2_2018_s001,incredibles_2_2018_s001_u0026,0.0,Tony,Tony,incredibles_2_2018_tony,Tony,"It was just getting too freaky. I couldn't handle it and ran off. I feel kinda bad about it. Maybe I should've said ""hi"" or something? It's not her fault superheroes are illegal. And it's not like I don't like strong girls. I'm pretty secure... manhood-wise... What is that?",49,spoken,incredibles_2_2018_rick,individual,62,[o.s.] | [back onscreen],inline_colon,M,,1,0,1,Tony,high
incredibles_2_2018,27,incredibles_2_2018_s001,incredibles_2_2018_s001_u0027,0.0,Rick,Rick,incredibles_2_2018_rick,Rick,Have you told anyone else about this? Your parents?,9,spoken,incredibles_2_2018_tony,individual,64,,inline_colon,M,,1,0,1,Rick,high
incredibles_2_2018,28,incredibles_2_2018_s001,incredibles_2_2018_s001_u0028,0.0,Tony,Tony,incredibles_2_2018_tony,Tony,"No, they'd only think I was hiding something. You know what I mean?",13,spoken,incredibles_2_2018_rick,individual,66,,inline_colon,M,,1,0,1,Tony,high
incredibles_2_2018,29,incredibles_2_2018_s001,incredibles_2_2018_s001_u0029,0.0,Rick,Rick,incredibles_2_2018_rick,Rick,"Sure, kid.",2,spoken,incredibles_2_2018_tony,individual,68,,inline_colon,M,,1,0,1,Rick,high
incredibles_2_2018,30,incredibles_2_2018_s001,incredibles_2_2018_s001_u0030,0.0,Tony,Tony,incredibles_2_2018_tony,Tony,"I like this girl, Mr. Dicker, I'm supposed to go out with her Friday night. Now, things are just gonna be weird. I wish I could forget I ever saw her in that suit.",34,spoken,incredibles_2_2018_rick,individual,70,[sighs],inline_colon,M,,1,0,1,Tony,high
incredibles_2_2018,31,incredibles_2_2018_s001,incredibles_2_2018_s001_u0031,0.0,Rick,Rick,incredibles_2_2018_rick,Rick,"You will, kid. You will.",5,spoken,incredibles_2_2018_tony,individual,72,,inline_colon,M,,1,0,1,Rick,high
incredibles_2_2018,32,incredibles_2_2018_s001,incredibles_2_2018_s001_u0032,0.0,Mr. Incredible,Mr. Incredible,incredibles_2_2018_bob,Bob,COME ON!,2,spoken,monologue,monologue,76,"[grunts] | [Mr. Incredible falls off the gigantic miner drill. The gigantic miner drill appears away, as the Underminer appears.]",inline_colon,M,,1,1,1,Mr. Incredible,high
incredibles_2_2018,33,incredibles_2_2018_s001,incredibles_2_2018_s001_u0033,0.0,Underminer,Underminer,incredibles_2_2018_underminer,Underminer,CONSIDER YOURSELF UNDERMINED!!!,3,spoken,group,unclear,80,[The explosions destroys the whole city apart while the Underminer continues to laugh.],inline_colon,M,,1,0,1,Underminer,high
incredibles_2_2018,34,incredibles_2_2018_s001,incredibles_2_2018_s001_u0034,0.0,Underminer,Underminer,incredibles_2_2018_underminer,Underminer,Ooh.,1,spoken,monologue,monologue,84,[laughs] | [The Underminer tries to remove the money away to the agenda.],inline_colon,M,,1,0,1,Underminer,high
incredibles_2_2018,35,incredibles_2_2018_s001,incredibles_2_2018_s001_u0035,0.0,Mr. Incredible,Mr. Incredible,incredibles_2_2018_bob,Bob,Underminer! We meet again-- HUH!?!,5,spoken,incredibles_2_2018_underminer,individual,88,,inline_colon,M,,1,1,1,Mr. Incredible,high
incredibles_2_2018,36,incredibles_2_2018_s001,incredibles_2_2018_s001_u0036,0.0,Underminer,Underminer,incredibles_2_2018_underminer,Underminer,"Oh, great! Now, he's on the agenda.",7,spoken,monologue,monologue,92,[The Underminer runs. The gigantic miner drill drives away. Mr. Incredible gets out and appears to the Underminer.],inline_colon,M,,1,0,1,Underminer,high
incredibles_2_2018,37,incredibles_2_2018_s001,incredibles_2_2018_s001_u0037,0.0,Underminer,Underminer,incredibles_2_2018_underminer,Underminer,Incredible! Meet Jack Hammer!,4,spoken,incredibles_2_2018_bob,individual,96,"[Mr. Incredible and the Underminer start fighting each other. Mr. Incredible throws the Underminer onto the controls, making them break. The drill starts going up and the Underminer gets into the container holding the money and escapes.]",inline_colon,M,,1,0,1,Underminer,high
incredibles_2_2018,38,incredibles_2_2018_s001,incredibles_2_2018_s001_u0038,0.0,Underminer,Underminer,incredibles_2_2018_underminer,Underminer,BUH-BYE!,1,spoken,monologue,monologue,100,[chuckles] | [The alarm blares. Mr. Incredible grunts and snatches the hook.],inline_colon,M,,1,0,1,Underminer,high
incredibles_2_2018,39,incredibles_2_2018_s001,incredibles_2_2018_s001_u0039,0.0,Mr. Incredible,Mr. Incredible,incredibles_2_2018_bob,Bob,No no no no NO NO NO!,7,spoken,monologue,monologue,104,,inline_colon,M,,1,1,1,Mr. Incredible,high
incredibles_2_2018,40,incredibles_2_2018_s001,incredibles_2_2018_s001_u0040,0.0,Dash,Dash,incredibles_2_2018_dash,Dash,"Everybody, stay back! Okay? Stay back!",6,spoken,group,unclear,108,[runs away],inline_colon,M,,1,0,1,Dash,high
incredibles_2_2018,41,incredibles_2_2018_s001,incredibles_2_2018_s001_u0041,0.0,Violet,Violet,incredibles_2_2018_violet,Violet,You're not sticking me with babysitting!,6,spoken,incredibles_2_2018_bob,individual,110,,inline_colon,F,,1,0,1,Violet,high
incredibles_2_2018,42,incredibles_2_2018_s001,incredibles_2_2018_s001_u0042,0.0,Mr. Incredible,Mr. Incredible,incredibles_2_2018_bob,Bob,I can't steer it or stop it. And the Underminer's escaped!,11,spoken,group,unclear,114,,inline_colon,M,,1,1,1,Mr. Incredible,high
incredibles_2_2018,43,incredibles_2_2018_s001,incredibles_2_2018_s001_u0043,0.0,Elastigirl,Elastigirl,incredibles_2_2018_elastigirl,Elastigirl,We'll have to stop it before-- BOB! The monorail!,9,spoken,incredibles_2_2018_bob,individual,116,[The monorail falls off. Frozone appears and uses ice to keep the monorail from completely falling off.],inline_colon,F,,1,1,1,Elastigirl,high
incredibles_2_2018,44,incredibles_2_2018_s001,incredibles_2_2018_s001_u0044,0.0,Mr. Incredible,Mr. Incredible,incredibles_2_2018_bob,Bob,Frozone! Yeah!,2,spoken,incredibles_2_2018_frozone,individual,120,,inline_colon,M,,1,1,1,Mr. Incredible,high
incredibles_2_2018,45,incredibles_2_2018_s001,incredibles_2_2018_s001_u0045,0.0,Elastigirl,Elastigirl,incredibles_2_2018_elastigirl,Elastigirl,We have to stop this thing before it gets to the overpass!,12,spoken,group,unclear,122,,inline_colon,F,,1,1,1,Elastigirl,high
incredibles_2_2018,46,incredibles_2_2018_s001,incredibles_2_2018_s001_u0046,0.0,Mr. Incredible,Mr. Incredible,incredibles_2_2018_bob,Bob,I'll try to keep it away from the buildings!,9,spoken,group,unclear,124,[People continue to scream. Mr. Incredible pushes the drill to turn it. One of the blades pick up a car and throw it into the air.],inline_colon,M,,1,1,1,Mr. Incredible,high
incredibles_2_2018,47,incredibles_2_2018_s001,incredibles_2_2018_s001_u0047,0.0,Dash,Dash,incredibles_2_2018_dash,Dash,"Hey, lady!",2,spoken,group,unclear,128,[The car crashes after Dash moves the old lady.],inline_colon,M,,1,0,1,Dash,high
incredibles_2_2018,48,incredibles_2_2018_s001,incredibles_2_2018_s001_u0048,0.0,Old Lady,Old Lady,incredibles_2_2018_old_lady,Old Lady,"Thank you so much, young man.",6,spoken,incredibles_2_2018_dash,individual,132,[Dash fixes her glasses] | [Jack-Jack cooing while being rolled in his stroller. He is then handed off to Dash],inline_colon,F,,0,0,0,Old Lady,high
incredibles_2_2018,49,incredibles_2_2018_s001,incredibles_2_2018_s001_u0049,0.0,Dash,Dash,incredibles_2_2018_dash,Dash,What? VIOLET!,2,spoken,incredibles_2_2018_violet,individual,136,"[While invisible, Violet goes through some steam before becoming visible. Mr. Incredible tries to stop the wheel from turning, but gets run over.]",inline_colon,M,,1,0,1,Dash,high
incredibles_2_2018,50,incredibles_2_2018_s001,incredibles_2_2018_s001_u0050,0.0,Mr. Incredible,Mr. Incredible,incredibles_2_2018_bob,Bob,AH!,1,spoken,monologue,monologue,140,"[grunting] | [Then, he tries to hold on to the wheel while dragging his feet. Elastigirl jumps on the road to stop traffic.]",inline_colon,M,,1,1,1,Mr. Incredible,high
incredibles_2_2018,51,incredibles_2_2018_s001,incredibles_2_2018_s001_u0051,0.0,Elastigirl,Elastigirl,incredibles_2_2018_elastigirl,Elastigirl,"Stop! Everybody, stop!",3,spoken,group,unclear,144,"[The cars stop.] | [The other cars stop.] | [The gigantic miner drill destroys the road. Mr. Incredible tries to stop the gigantic miner drill. Violet then uses her force field to save people from fall debris. While Mr. Incredible tries to stop the drill, a lamppost attached to some concrete falls right next to him. He picks it up and tries to use it to stop the drill. It ends up breaking.]",inline_colon,F,,1,1,1,Elastigirl,high
incredibles_2_2018,52,incredibles_2_2018_s001,incredibles_2_2018_s001_u0052,0.0,Dash,Dash,incredibles_2_2018_dash,Dash,"Heads up, Dad!",3,spoken,incredibles_2_2018_bob,individual,148,[gives Jack-Jack to Mr. Incredible.],inline_colon,M,,1,0,1,Dash,high
incredibles_2_2018,53,incredibles_2_2018_s001,incredibles_2_2018_s001_u0053,0.0,Mr. Incredible,Mr. Incredible,incredibles_2_2018_bob,Bob,Dash!,1,spoken,incredibles_2_2018_dash,individual,150,[annoyed at his son],inline_colon,M,,1,1,1,Mr. Incredible,high
incredibles_2_2018,54,incredibles_2_2018_s001,incredibles_2_2018_s001_u0054,0.0,Elastigirl,Elastigirl,incredibles_2_2018_elastigirl,Elastigirl,VIOLET! Who's watching Jack-Jack?!,4,spoken,incredibles_2_2018_violet,individual,152,,inline_colon,F,,1,1,1,Elastigirl,high
incredibles_2_2018,55,incredibles_2_2018_s001,incredibles_2_2018_s001_u0055,0.0,Violet,Violet,incredibles_2_2018_violet,Violet,Dash is watching him!,4,spoken,incredibles_2_2018_elastigirl,individual,154,,inline_colon,F,,1,0,1,Violet,high
incredibles_2_2018,56,incredibles_2_2018_s001,incredibles_2_2018_s001_u0056,0.0,Mr. Incredible,Mr. Incredible,incredibles_2_2018_bob,Bob,"Violet, here, you take him!",5,spoken,incredibles_2_2018_violet,individual,156,[hands Jack-Jack to Violet] | [Elastigirl lands inside the gigantic miner drill and spots the boiler.],inline_colon,M,,1,1,1,Mr. Incredible,high
incredibles_2_2018,57,incredibles_2_2018_s001,incredibles_2_2018_s001_u0057,0.0,Mr. Incredible,Mr. Incredible,incredibles_2_2018_bob,Bob,It's headed for City Hall!,5,spoken,group,unclear,160,,inline_colon,M,,1,1,1,Mr. Incredible,high
incredibles_2_2018,58,incredibles_2_2018_s001,incredibles_2_2018_s001_u0058,0.0,Dash,Dash,incredibles_2_2018_dash,Dash,Mom needs help!,3,spoken,incredibles_2_2018_bob,individual,162,,inline_colon,M,,1,0,1,Dash,high
incredibles_2_2018,59,incredibles_2_2018_s001,incredibles_2_2018_s001_u0059,0.0,Winston,Winston,incredibles_2_2018_winston,Winston,"They're out in public again! This is our chance! Follow them, follow Frozone!",13,spoken,incredibles_2_2018_frozone,individual,166,[Frozone tries to freeze the gigantic miner drill. Elastigirl stretches herself out.],inline_colon,M,,1,0,1,Winston,high
incredibles_2_2018,60,incredibles_2_2018_s001,incredibles_2_2018_s001_u0060,0.0,Elastigirl,Elastigirl,incredibles_2_2018_elastigirl,Elastigirl,BOB! HELP ME WITH THE BOILER!,6,spoken,incredibles_2_2018_bob,individual,170,[straining] | [Mr. Incredible pushes the boiler out. Frozone tries to put an ice wall in front of the gigantic miner drill to buy time. Mr. Incredible and Elastigirl push the boiler out of place.],inline_colon,F,,1,1,1,Elastigirl,high
incredibles_2_2018,61,incredibles_2_2018_s001,incredibles_2_2018_s001_u0061,0.0,Elastigirl,Elastigirl,incredibles_2_2018_elastigirl,Elastigirl,That should do it! WHAT ARE YOU KIDS DOING?! GET OUTTA HERE! THIS THING'S GONNA BLOW!,16,spoken,group,unclear,174,[gasps],inline_colon,F,,1,1,1,Elastigirl,high
incredibles_2_2018,62,incredibles_2_2018_s001,incredibles_2_2018_s001_u0062,0.0,Violet,Violet,incredibles_2_2018_violet,Violet,There's no time!,3,spoken,monologue,monologue,176,"[Violet creates a giant force field around the Parr Family. The blade is just barely touching the top of city hall and then the police show up. Knowing he’d get in trouble, Frozone ran off.]",inline_colon,F,,1,0,1,Violet,high
incredibles_2_2018,63,incredibles_2_2018_s001,incredibles_2_2018_s001_u0063,0.0,The Parr family,The Parr family,incredibles_2_2018_the_parr_family,The Parr Family,,0,spoken,monologue,monologue,180,[laughs],inline_colon,Both,,0,0,0,The Parr Family,high
incredibles_2_2018,64,incredibles_2_2018_s001,incredibles_2_2018_s001_u0064,0.0,Dash,Dash,incredibles_2_2018_dash,Dash,We did it!,3,spoken,group,unclear,182,[The top door opens and the Parr family look up.],inline_colon,M,,1,0,1,Dash,high
incredibles_2_2018,65,incredibles_2_2018_s001,incredibles_2_2018_s001_u0065,0.0,Officer,Officer,incredibles_2_2018_officer,Officer,"FREEZE, SUPERS!",2,spoken,group,unclear,186,,inline_colon,M,,0,0,0,Officer,high
incredibles_2_2018,66,incredibles_2_2018_s001,incredibles_2_2018_s001_u0066,0.0,Mr. Incredible,Mr. Incredible,incredibles_2_2018_bob,Bob,"Oh, what did we do?",5,spoken,monologue,monologue,188,[People exclaiming about the Parr Family getting arrested. Frozone goes to an ally way.],inline_colon,M,,1,1,1,Mr. Incredible,high
incredibles_2_2018,67,incredibles_2_2018_s001,incredibles_2_2018_s001_u0067,0.0,Tommy,Tommy,incredibles_2_2018_tommy,Tommy,Excuse me! Mr...Zone?,3,spoken,incredibles_2_2018_frozone,individual,192,,inline_colon,M,,1,0,0,Tommy,high
incredibles_2_2018,68,incredibles_2_2018_s001,incredibles_2_2018_s001_u0068,0.0,Frozone,Frozone,incredibles_2_2018_frozone,Frozone,"Sorry, but I'm not really supposed to be here.",9,spoken,incredibles_2_2018_tommy,individual,196,,inline_colon,M,,1,0,1,Frozone,high
incredibles_2_2018,69,incredibles_2_2018_s001,incredibles_2_2018_s001_u0069,0.0,Tommy,Tommy,incredibles_2_2018_tommy,Tommy,Which seems wrong... doesn't it? Perhaps you'd be interested in...changing that law?,12,spoken,incredibles_2_2018_frozone,individual,198,,inline_colon,M,,1,0,0,Tommy,high
incredibles_2_2018,70,incredibles_2_2018_s002,incredibles_2_2018_s002_u0070,0.0278,Reporter,Reporter,incredibles_2_2018_reporter,Reporter,"Superheroes including Frozone, Mr. Incredible, and Elastigirl caused further damage to the city. The Underminer remains at large.",18,spoken,group,unclear,201,"[In the interrogation room, the officers look as two furious detectives scold Mr. Incredible and Elastigirl who furiously glare back at them, not liking what they were telling them.]",inline_colon,F,,0,0,0,Reporter,high
incredibles_2_2018,71,incredibles_2_2018_s002,incredibles_2_2018_s002_u0071,0.0278,Mr. Incredible,Mr. Incredible,incredibles_2_2018_bob,Bob,WE DIDN'T start this fight!!,5,spoken,group,unclear,205,[angrily],inline_colon,M,,1,1,1,Mr. Incredible,high
incredibles_2_2018,74,incredibles_2_2018_s002,incredibles_2_2018_s002_u0074,0.0278,Mr. Incredible,Mr. Incredible,incredibles_2_2018_bob,Bob,No.,1,spoken,group,unclear,211,,inline_colon,M,,1,1,1,Mr. Incredible,high
incredibles_2_2018,76,incredibles_2_2018_s002,incredibles_2_2018_s002_u0076,0.0278,Mr. Incredible,Mr. Incredible,incredibles_2_2018_bob,Bob,No.,1,spoken,group,unclear,215,,inline_colon,M,,1,1,1,Mr. Incredible,high
incredibles_2_2018,78,incredibles_2_2018_s002,incredibles_2_2018_s002_u0078,0.0278,Mr. Incredible,Mr. Incredible,incredibles_2_2018_bob,Bob,NO!!!,1,spoken,group,unclear,219,[shouts with rage],inline_colon,M,,1,1,1,Mr. Incredible,high
incredibles_2_2018,80,incredibles_2_2018_s002,incredibles_2_2018_s002_u0080,0.0278,Mr. Incredible,Mr. Incredible,incredibles_2_2018_bob,Bob,You'd have prefer we'd do NOTHING?!,6,spoken,group,unclear,223,[outraged and disgusted],inline_colon,M,,1,1,1,Mr. Incredible,high
incredibles_2_2018,82,incredibles_2_2018_s002,incredibles_2_2018_s002_u0082,0.0278,Mr. Incredible,Mr. Incredible,incredibles_2_2018_bob,Bob,You weren't much help.,4,spoken,incredibles_2_2018_elastigirl,individual,229,,inline_colon,M,,1,1,1,Mr. Incredible,medium
incredibles_2_2018,83,incredibles_2_2018_s002,incredibles_2_2018_s002_u0083,0.0278,Rick,Rick,incredibles_2_2018_rick,Rick,"You want out of the hole? First, you gotta put down the shovel.",13,spoken,incredibles_2_2018_bob,individual,231,"[Later that day, the Parrs are riding to the motel in a black van. They all, excpet for Jack-Jack who is happily asleep, frown how their day had been.]",inline_colon,M,,1,0,1,Rick,high
incredibles_2_2018,84,incredibles_2_2018_s002,incredibles_2_2018_s002_u0084,0.0278,Bob,Bob,incredibles_2_2018_bob,Bob,"Well, that went poorly.",4,spoken,group,unclear,235,,inline_colon,M,,1,1,1,Bob,medium
incredibles_2_2018,85,incredibles_2_2018_s002,incredibles_2_2018_s002_u0085,0.0278,Violet,Violet,incredibles_2_2018_violet,Violet,"Dad, this is probably not the best time to tell you about this...but something else happened today with a kid...and my mask. Advertisement",23,spoken,incredibles_2_2018_bob,individual,237,,inline_colon,F,,1,0,1,Violet,high
incredibles_2_2018,86,incredibles_2_2018_s003,incredibles_2_2018_s003_u0086,0.0556,Bob,Bob,incredibles_2_2018_bob,Bob,"Oh, hey, Rick. Violet thinks a friend of hers, a kid named Tony...might have seen her in the outfit, without her mask.",22,spoken,incredibles_2_2018_rick,individual,244,,inline_colon,M,,1,1,1,Bob,high
incredibles_2_2018,87,incredibles_2_2018_s003,incredibles_2_2018_s003_u0087,0.0556,Rick,Rick,incredibles_2_2018_rick,Rick,Talkative type?,2,spoken,incredibles_2_2018_bob,individual,246,,inline_colon,M,,1,0,1,Rick,high
incredibles_2_2018,88,incredibles_2_2018_s003,incredibles_2_2018_s003_u0088,0.0556,Bob,Bob,incredibles_2_2018_bob,Bob,Don't know. Last name is Rydinger.,6,spoken,incredibles_2_2018_rick,individual,248,,inline_colon,M,,1,1,1,Bob,high
incredibles_2_2018,89,incredibles_2_2018_s003,incredibles_2_2018_s003_u0089,0.0556,Rick,Rick,incredibles_2_2018_rick,Rick,"Tony Rydinger. I'll check it out. Bob, Helen...a word if you don't mind. Uh, the program's been shut down.",19,spoken,group,unclear,250,[Bob starts to walk away],inline_colon,M,,1,0,1,Rick,high
incredibles_2_2018,90,incredibles_2_2018_s003,incredibles_2_2018_s003_u0090,0.0556,Bob,Bob,incredibles_2_2018_bob,Bob,What?,1,spoken,incredibles_2_2018_rick,individual,252,[shocked],inline_colon,M,,1,1,1,Bob,high
incredibles_2_2018,91,incredibles_2_2018_s003,incredibles_2_2018_s003_u0091,0.0556,Rick,Rick,incredibles_2_2018_rick,Rick,"Politicians don't understand people who do good simply because it's right. It makes 'em nervous. They've been gunning for Supers for years. Today was all they needed. Anyway, I'm done. I'm afraid two more weeks in the motel is the best I can do for ya. It ain't much.",49,spoken,group,unclear,254,,inline_colon,M,,1,0,1,Rick,high
incredibles_2_2018,92,incredibles_2_2018_s003,incredibles_2_2018_s003_u0092,0.0556,Helen,Helen,incredibles_2_2018_elastigirl,Elastigirl,"You've done plenty, Rick.",4,spoken,incredibles_2_2018_rick,individual,256,[Helen hugs Rick],inline_colon,F,,1,1,1,Helen,high
incredibles_2_2018,93,incredibles_2_2018_s003,incredibles_2_2018_s003_u0093,0.0556,Bob,Bob,incredibles_2_2018_bob,Bob,We won't forget.,3,spoken,incredibles_2_2018_rick,individual,258,,inline_colon,M,,1,1,1,Bob,high
incredibles_2_2018,94,incredibles_2_2018_s003,incredibles_2_2018_s003_u0094,0.0556,Rick,Rick,incredibles_2_2018_rick,Rick,"Well, it has been a great honor working with you good people.",12,spoken,group,unclear,260,,inline_colon,M,,1,0,1,Rick,high
incredibles_2_2018,95,incredibles_2_2018_s003,incredibles_2_2018_s003_u0095,0.0556,Bob,Bob,incredibles_2_2018_bob,Bob,"Thanks for everything, and good luck.",6,spoken,incredibles_2_2018_rick,individual,262,[Bob and Rick shake hands],inline_colon,M,,1,1,1,Bob,high
